subset,src,dst
biggan,/root/gpufree-data/dataset/test/genimage/fake/204_biggan_00166.png,exp/genimage_prepared_v2/fake_by_subset/biggan/204_biggan_00166.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/211_biggan_00082.png,exp/genimage_prepared_v2/fake_by_subset/biggan/211_biggan_00082.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/225_biggan_00156.png,exp/genimage_prepared_v2/fake_by_subset/biggan/225_biggan_00156.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/244_biggan_00055.png,exp/genimage_prepared_v2/fake_by_subset/biggan/244_biggan_00055.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/245_biggan_00008.png,exp/genimage_prepared_v2/fake_by_subset/biggan/245_biggan_00008.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/249_biggan_00186.png,exp/genimage_prepared_v2/fake_by_subset/biggan/249_biggan_00186.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/258_biggan_00007.png,exp/genimage_prepared_v2/fake_by_subset/biggan/258_biggan_00007.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/263_biggan_00122.png,exp/genimage_prepared_v2/fake_by_subset/biggan/263_biggan_00122.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/268_biggan_00152.png,exp/genimage_prepared_v2/fake_by_subset/biggan/268_biggan_00152.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/281_biggan_00153.png,exp/genimage_prepared_v2/fake_by_subset/biggan/281_biggan_00153.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/284_biggan_00122.png,exp/genimage_prepared_v2/fake_by_subset/biggan/284_biggan_00122.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/285_biggan_00131.png,exp/genimage_prepared_v2/fake_by_subset/biggan/285_biggan_00131.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/286_biggan_00139.png,exp/genimage_prepared_v2/fake_by_subset/biggan/286_biggan_00139.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/292_biggan_00117.png,exp/genimage_prepared_v2/fake_by_subset/biggan/292_biggan_00117.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/295_biggan_00184.png,exp/genimage_prepared_v2/fake_by_subset/biggan/295_biggan_00184.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/301_biggan_00160.png,exp/genimage_prepared_v2/fake_by_subset/biggan/301_biggan_00160.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/319_biggan_00110.png,exp/genimage_prepared_v2/fake_by_subset/biggan/319_biggan_00110.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/320_biggan_00021.png,exp/genimage_prepared_v2/fake_by_subset/biggan/320_biggan_00021.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/346_biggan_00123.png,exp/genimage_prepared_v2/fake_by_subset/biggan/346_biggan_00123.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/348_biggan_00095.png,exp/genimage_prepared_v2/fake_by_subset/biggan/348_biggan_00095.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/350_biggan_00171.png,exp/genimage_prepared_v2/fake_by_subset/biggan/350_biggan_00171.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/352_biggan_00062.png,exp/genimage_prepared_v2/fake_by_subset/biggan/352_biggan_00062.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/353_biggan_00013.png,exp/genimage_prepared_v2/fake_by_subset/biggan/353_biggan_00013.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/359_biggan_00088.png,exp/genimage_prepared_v2/fake_by_subset/biggan/359_biggan_00088.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/372_biggan_00123.png,exp/genimage_prepared_v2/fake_by_subset/biggan/372_biggan_00123.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/382_biggan_00088.png,exp/genimage_prepared_v2/fake_by_subset/biggan/382_biggan_00088.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/386_biggan_00120.png,exp/genimage_prepared_v2/fake_by_subset/biggan/386_biggan_00120.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/389_biggan_00171.png,exp/genimage_prepared_v2/fake_by_subset/biggan/389_biggan_00171.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/396_biggan_00177.png,exp/genimage_prepared_v2/fake_by_subset/biggan/396_biggan_00177.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/403_biggan_00057.png,exp/genimage_prepared_v2/fake_by_subset/biggan/403_biggan_00057.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/403_biggan_00181.png,exp/genimage_prepared_v2/fake_by_subset/biggan/403_biggan_00181.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/419_biggan_00159.png,exp/genimage_prepared_v2/fake_by_subset/biggan/419_biggan_00159.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/421_biggan_00114.png,exp/genimage_prepared_v2/fake_by_subset/biggan/421_biggan_00114.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/426_biggan_00064.png,exp/genimage_prepared_v2/fake_by_subset/biggan/426_biggan_00064.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/428_biggan_00165.png,exp/genimage_prepared_v2/fake_by_subset/biggan/428_biggan_00165.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/432_biggan_00106.png,exp/genimage_prepared_v2/fake_by_subset/biggan/432_biggan_00106.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/438_biggan_00082.png,exp/genimage_prepared_v2/fake_by_subset/biggan/438_biggan_00082.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/439_biggan_00054.png,exp/genimage_prepared_v2/fake_by_subset/biggan/439_biggan_00054.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/440_biggan_00193.png,exp/genimage_prepared_v2/fake_by_subset/biggan/440_biggan_00193.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/441_biggan_00120.png,exp/genimage_prepared_v2/fake_by_subset/biggan/441_biggan_00120.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/442_biggan_00107.png,exp/genimage_prepared_v2/fake_by_subset/biggan/442_biggan_00107.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/446_biggan_00054.png,exp/genimage_prepared_v2/fake_by_subset/biggan/446_biggan_00054.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/489_biggan_00057.png,exp/genimage_prepared_v2/fake_by_subset/biggan/489_biggan_00057.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/492_biggan_00153.png,exp/genimage_prepared_v2/fake_by_subset/biggan/492_biggan_00153.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/494_biggan_00062.png,exp/genimage_prepared_v2/fake_by_subset/biggan/494_biggan_00062.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/504_biggan_00167.png,exp/genimage_prepared_v2/fake_by_subset/biggan/504_biggan_00167.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/514_biggan_00165.png,exp/genimage_prepared_v2/fake_by_subset/biggan/514_biggan_00165.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/529_biggan_00157.png,exp/genimage_prepared_v2/fake_by_subset/biggan/529_biggan_00157.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/539_biggan_00185.png,exp/genimage_prepared_v2/fake_by_subset/biggan/539_biggan_00185.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/554_biggan_00101.png,exp/genimage_prepared_v2/fake_by_subset/biggan/554_biggan_00101.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/559_biggan_00004.png,exp/genimage_prepared_v2/fake_by_subset/biggan/559_biggan_00004.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/563_biggan_00117.png,exp/genimage_prepared_v2/fake_by_subset/biggan/563_biggan_00117.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/567_biggan_00160.png,exp/genimage_prepared_v2/fake_by_subset/biggan/567_biggan_00160.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/568_biggan_00036.png,exp/genimage_prepared_v2/fake_by_subset/biggan/568_biggan_00036.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/597_biggan_00159.png,exp/genimage_prepared_v2/fake_by_subset/biggan/597_biggan_00159.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/624_biggan_00190.png,exp/genimage_prepared_v2/fake_by_subset/biggan/624_biggan_00190.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/628_biggan_00084.png,exp/genimage_prepared_v2/fake_by_subset/biggan/628_biggan_00084.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/632_biggan_00094.png,exp/genimage_prepared_v2/fake_by_subset/biggan/632_biggan_00094.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/642_biggan_00064.png,exp/genimage_prepared_v2/fake_by_subset/biggan/642_biggan_00064.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/651_biggan_00083.png,exp/genimage_prepared_v2/fake_by_subset/biggan/651_biggan_00083.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/652_biggan_00050.png,exp/genimage_prepared_v2/fake_by_subset/biggan/652_biggan_00050.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/653_biggan_00132.png,exp/genimage_prepared_v2/fake_by_subset/biggan/653_biggan_00132.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/662_biggan_00106.png,exp/genimage_prepared_v2/fake_by_subset/biggan/662_biggan_00106.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/663_biggan_00173.png,exp/genimage_prepared_v2/fake_by_subset/biggan/663_biggan_00173.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/666_biggan_00026.png,exp/genimage_prepared_v2/fake_by_subset/biggan/666_biggan_00026.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/668_biggan_00081.png,exp/genimage_prepared_v2/fake_by_subset/biggan/668_biggan_00081.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/671_biggan_00138.png,exp/genimage_prepared_v2/fake_by_subset/biggan/671_biggan_00138.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/674_biggan_00062.png,exp/genimage_prepared_v2/fake_by_subset/biggan/674_biggan_00062.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/694_biggan_00043.png,exp/genimage_prepared_v2/fake_by_subset/biggan/694_biggan_00043.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/695_biggan_00109.png,exp/genimage_prepared_v2/fake_by_subset/biggan/695_biggan_00109.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/706_biggan_00142.png,exp/genimage_prepared_v2/fake_by_subset/biggan/706_biggan_00142.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/708_biggan_00119.png,exp/genimage_prepared_v2/fake_by_subset/biggan/708_biggan_00119.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/718_biggan_00108.png,exp/genimage_prepared_v2/fake_by_subset/biggan/718_biggan_00108.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/726_biggan_00088.png,exp/genimage_prepared_v2/fake_by_subset/biggan/726_biggan_00088.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/727_biggan_00034.png,exp/genimage_prepared_v2/fake_by_subset/biggan/727_biggan_00034.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/735_biggan_00101.png,exp/genimage_prepared_v2/fake_by_subset/biggan/735_biggan_00101.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/735_biggan_00177.png,exp/genimage_prepared_v2/fake_by_subset/biggan/735_biggan_00177.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/739_biggan_00149.png,exp/genimage_prepared_v2/fake_by_subset/biggan/739_biggan_00149.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/744_biggan_00026.png,exp/genimage_prepared_v2/fake_by_subset/biggan/744_biggan_00026.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/753_biggan_00069.png,exp/genimage_prepared_v2/fake_by_subset/biggan/753_biggan_00069.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/760_biggan_00004.png,exp/genimage_prepared_v2/fake_by_subset/biggan/760_biggan_00004.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/780_biggan_00063.png,exp/genimage_prepared_v2/fake_by_subset/biggan/780_biggan_00063.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/781_biggan_00177.png,exp/genimage_prepared_v2/fake_by_subset/biggan/781_biggan_00177.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/810_biggan_00149.png,exp/genimage_prepared_v2/fake_by_subset/biggan/810_biggan_00149.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/814_biggan_00072.png,exp/genimage_prepared_v2/fake_by_subset/biggan/814_biggan_00072.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/819_biggan_00010.png,exp/genimage_prepared_v2/fake_by_subset/biggan/819_biggan_00010.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/825_biggan_00067.png,exp/genimage_prepared_v2/fake_by_subset/biggan/825_biggan_00067.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/849_biggan_00152.png,exp/genimage_prepared_v2/fake_by_subset/biggan/849_biggan_00152.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/863_biggan_00198.png,exp/genimage_prepared_v2/fake_by_subset/biggan/863_biggan_00198.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/866_biggan_00017.png,exp/genimage_prepared_v2/fake_by_subset/biggan/866_biggan_00017.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/870_biggan_00017.png,exp/genimage_prepared_v2/fake_by_subset/biggan/870_biggan_00017.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/885_biggan_00185.png,exp/genimage_prepared_v2/fake_by_subset/biggan/885_biggan_00185.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/891_biggan_00144.png,exp/genimage_prepared_v2/fake_by_subset/biggan/891_biggan_00144.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/906_biggan_00148.png,exp/genimage_prepared_v2/fake_by_subset/biggan/906_biggan_00148.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/912_biggan_00021.png,exp/genimage_prepared_v2/fake_by_subset/biggan/912_biggan_00021.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/913_biggan_00063.png,exp/genimage_prepared_v2/fake_by_subset/biggan/913_biggan_00063.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/931_biggan_00098.png,exp/genimage_prepared_v2/fake_by_subset/biggan/931_biggan_00098.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/943_biggan_00053.png,exp/genimage_prepared_v2/fake_by_subset/biggan/943_biggan_00053.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/958_biggan_00045.png,exp/genimage_prepared_v2/fake_by_subset/biggan/958_biggan_00045.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/961_biggan_00011.png,exp/genimage_prepared_v2/fake_by_subset/biggan/961_biggan_00011.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/970_biggan_00188.png,exp/genimage_prepared_v2/fake_by_subset/biggan/970_biggan_00188.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/987_biggan_00096.png,exp/genimage_prepared_v2/fake_by_subset/biggan/987_biggan_00096.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/993_biggan_00156.png,exp/genimage_prepared_v2/fake_by_subset/biggan/993_biggan_00156.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_005_glide_00026.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_005_glide_00026.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_006_glide_00008.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_006_glide_00008.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_031_glide_00104.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_031_glide_00104.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_040_glide_00072.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_040_glide_00072.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_050_glide_00142.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_050_glide_00142.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_075_glide_00188.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_075_glide_00188.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_080_glide_00085.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_080_glide_00085.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_093_glide_00152.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_093_glide_00152.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_00_098_glide_00155.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_00_098_glide_00155.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_101_glide_00138.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_101_glide_00138.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_124_glide_00153.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_124_glide_00153.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_128_glide_00122.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_128_glide_00122.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_128_glide_00129.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_128_glide_00129.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_130_glide_00018.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_130_glide_00018.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_137_glide_00173.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_137_glide_00173.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_144_glide_00055.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_144_glide_00055.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_144_glide_00057.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_144_glide_00057.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_157_glide_00188.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_157_glide_00188.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_01_178_glide_00088.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_01_178_glide_00088.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_203_glide_00094.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_203_glide_00094.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_204_glide_00073.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_204_glide_00073.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_206_glide_00095.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_206_glide_00095.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_214_glide_00062.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_214_glide_00062.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_220_glide_00001.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_220_glide_00001.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_220_glide_00014.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_220_glide_00014.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_225_glide_00086.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_225_glide_00086.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_235_glide_00079.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_235_glide_00079.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_271_glide_00054.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_271_glide_00054.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_02_282_glide_00055.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_02_282_glide_00055.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_313_glide_00138.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_313_glide_00138.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_336_glide_00034.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_336_glide_00034.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_358_glide_00183.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_358_glide_00183.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_367_glide_00057.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_367_glide_00057.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_371_glide_00186.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_371_glide_00186.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_374_glide_00134.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_374_glide_00134.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_393_glide_00060.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_393_glide_00060.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_03_398_glide_00161.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_03_398_glide_00161.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_401_glide_00148.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_401_glide_00148.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_402_glide_00059.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_402_glide_00059.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_421_glide_00141.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_421_glide_00141.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_428_glide_00106.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_428_glide_00106.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_441_glide_00054.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_441_glide_00054.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_457_glide_00073.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_457_glide_00073.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_460_glide_00119.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_460_glide_00119.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_460_glide_00170.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_460_glide_00170.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_463_glide_00173.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_463_glide_00173.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_464_glide_00169.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_464_glide_00169.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_465_glide_00188.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_465_glide_00188.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_474_glide_00193.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_474_glide_00193.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_479_glide_00059.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_479_glide_00059.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_480_glide_00028.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_480_glide_00028.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_488_glide_00167.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_488_glide_00167.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_491_glide_00105.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_491_glide_00105.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_492_glide_00036.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_492_glide_00036.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_04_493_glide_00018.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_04_493_glide_00018.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_500_glide_00004.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_500_glide_00004.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_511_glide_00046.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_511_glide_00046.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_514_glide_00079.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_514_glide_00079.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_520_glide_00176.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_520_glide_00176.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_526_glide_00136.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_526_glide_00136.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_530_glide_00178.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_530_glide_00178.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_560_glide_00047.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_560_glide_00047.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_567_glide_00137.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_567_glide_00137.png
glide,/root/gpufree-data/dataset/test/genimage/fake/GLIDE_1000_200_05_569_glide_00060.png,exp/genimage_prepared_v2/fake_by_subset/glide/GLIDE_1000_200_05_569_glide_00060.png
